,Cycle_Desc,Post_Date,Eff_Gas_Day,Cap_Type_Desc,Post_Time,Eff_Time,Loc,Loc_Name,Loc_Zn,Flow_Ind_Desc,Loc_Purp_Desc,Loc_QTI_Desc,Meas_Basis_Desc,IT,All_Qty_Avail,Total_Design_Capacity,Operating_Capacity,Total_Scheduled_Quantity,Operationally_Available_Capacity,TSP_Name,TSP
0,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,50021,NORA LATERAL - MAINLINE,,Receipt,Receipt Location,Receipt Point Quantity,MMBtu,N,Y,"221,602","221,602",0,"221,602",EAST TENN,7921323
1,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,50022,NORA LATERAL,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"141,755","141,755",0,"141,755",EAST TENN,7921323
2,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,50092,MAINLINE JEWELL RIDGE,,Receipt,Receipt Location,Receipt Point Quantity,MMBtu,N,Y,"599,536","599,536","161,256","438,280",EAST TENN,7921323
3,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,53101,EL PASO - RIDGETOP RECEIVING,,Receipt,Receipt Location,Receipt Point Quantity,MMBtu,N,Y,"398,090","398,090","245,130","152,960",EAST TENN,7921323
4,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,53201,EL PASO - LOBELVILLE RECEIVING,,Receipt,Receipt Location,Receipt Point Quantity,MMBtu,Y,Y,"253,230","253,230","93,206","160,024",EAST TENN,7921323
5,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59000,KUB EAST,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"85,978","85,978",0,"85,978",EAST TENN,7921323
6,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59001,CHAT EAST,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,Y,Y,"119,150","119,150","6,750","112,400",EAST TENN,7921323
7,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59002,UCG BRISTOL,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"27,227","27,227","12,779","14,448",EAST TENN,7921323
8,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59003,ROANOKE SALEM,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"44,460","44,460","4,260","40,200",EAST TENN,7921323
9,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59004,ROANOKE CLEARBROOK,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"44,460","44,460","12,414","32,046",EAST TENN,7921323
10,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59005,KUB WEST,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"167,850","167,850","51,164","116,686",EAST TENN,7921323
11,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59006,ERPUD ESTILL SPRINGS,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"14,310","14,310","7,210","7,100",EAST TENN,7921323
12,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59007,CHAT NORTH,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"22,720","22,720",189,"22,531",EAST TENN,7921323
13,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59008,BOWATERS,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"31,565","31,565","12,410","19,155",EAST TENN,7921323
14,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59009,EARLY GROVE REC/WD (BI-D 59147),,Receipt,Receipt Location,Receipt Point Quantity,MMBtu,N,Y,"28,609","28,609","7,474","21,135",EAST TENN,7921323
15,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59010,UCG BLACKSBURG,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"25,715","25,715","8,529","17,186",EAST TENN,7921323
16,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59011,MTUD RED BANK,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"25,886","26,042","9,156","16,886",EAST TENN,7921323
17,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59012,MORGAN COUNTY 1 (BI 59163),,Receipt,Receipt Location,Receipt Point Quantity,MMBtu,N,Y,"46,700","46,700",0,"46,700",EAST TENN,7921323
18,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59013,UCG PULASKI,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"27,190","27,190","2,542","24,648",EAST TENN,7921323
19,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59014,ATLANTA,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"199,690","199,690","33,737","165,953",EAST TENN,7921323
20,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59015,MTUD CARTHAGE,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"22,561","22,561","10,652","11,909",EAST TENN,7921323
21,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59016,CHATTANOOGA OOLTEWAH,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"14,522","14,522","2,819","11,703",EAST TENN,7921323
22,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59017,CHATTANOOGA SIGNAL MOUNTAIN,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"7,647","7,647","2,757","4,890",EAST TENN,7921323
23,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59019,SOUTH PITTSBURG,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"14,310","14,310","4,862","9,448",EAST TENN,7921323
24,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59020,ORUD,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"19,016","19,016","11,493","7,523",EAST TENN,7921323
25,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59021,DOE C STATION,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"19,016","19,016","5,600","13,416",EAST TENN,7921323
26,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59022,UCG RADFORD,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"27,693","29,772","3,422","26,350",EAST TENN,7921323
27,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59024,CHATTANOOGA CLEVELAND,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,Y,Y,"33,976","33,976","21,463","12,513",EAST TENN,7921323
28,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59025,GALLATIN WEST,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"7,189","7,189","5,867","1,322",EAST TENN,7921323
29,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59026,UCG COLUMBIA WEST,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"7,400","7,400","12,066",0,EAST TENN,7921323
30,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59027,UCG MORRISTOWN,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"19,016","19,016","9,653","9,363",EAST TENN,7921323
31,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59028,UCG JOHNSON CITY EAST,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"17,452","17,452","4,400","13,052",EAST TENN,7921323
32,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59029,COOKEVILLE,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"26,352","26,352","5,381","20,971",EAST TENN,7921323
33,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59031,MTUD MONTEREY,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"27,190","27,190","21,017","6,173",EAST TENN,7921323
34,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59032,HARRIMAN,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"18,321","18,321","2,156","16,165",EAST TENN,7921323
35,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59033,ROCKWOOD,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"14,793","14,793","2,160","12,633",EAST TENN,7921323
36,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59034,ERPUD TULLAHOMA,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"12,214","12,214","6,641","5,573",EAST TENN,7921323
37,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59035,PCUD CLINTON,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"27,190","27,727","8,016","19,711",EAST TENN,7921323
38,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59036,ERPUD A E D C,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"57,980","57,980",891,"57,089",EAST TENN,7921323
39,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59038,LEWISBURG,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"14,311","14,311","13,830",481,EAST TENN,7921323
40,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59039,LOUDON -LINE,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"18,320","18,320","7,866","10,454",EAST TENN,7921323
41,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59040,MTUD ALTO,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"17,190","17,190","7,311","9,879",EAST TENN,7921323
42,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59041,ATHENS,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"27,660","27,660","5,749","21,911",EAST TENN,7921323
43,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59042,UNION CARBIDE,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"19,938","19,938",0,"19,938",EAST TENN,7921323
44,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59043,JCCUD NEWPORT,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"24,176","24,176","11,396","12,780",EAST TENN,7921323
45,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59044,JCCUD JEFFERSON CITY,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"15,285","15,285","2,415","12,870",EAST TENN,7921323
46,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59045,ALCOA South,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"54,759","54,759","14,782","39,977",EAST TENN,7921323
47,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59046,UCG MARYVILLE,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"33,506","33,506","5,194","28,312",EAST TENN,7921323
48,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59047,ALCOA NORTH,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"27,662","27,662","3,218","24,444",EAST TENN,7921323
49,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59048,UCG MARYVILLE EAST,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"5,263","5,263","4,889",374,EAST TENN,7921323
50,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59049,UCG GREENVILLE,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"18,320","18,320","6,275","12,045",EAST TENN,7921323
51,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59050,UCG JOHNSON CITY WEST,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"15,716","15,716","2,933","12,783",EAST TENN,7921323
52,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59051,UCG KINGSPORT SOUTH,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"17,452","17,452","4,693","12,759",EAST TENN,7921323
53,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59052,Heritage Glass-LLC,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"9,709","9,709",0,"9,709",EAST TENN,7921323
54,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59053,UNICOI ERWIN,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"19,016","19,016","4,420","14,596",EAST TENN,7921323
55,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59054,LAWRENCEBURG,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"17,190","17,190",0,"17,190",EAST TENN,7921323
56,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59055,UCG COLUMBIA NORTH,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"17,018","17,018",750,"16,268",EAST TENN,7921323
57,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59058,GALLATIN,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"18,320","18,320",0,"18,320",EAST TENN,7921323
58,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59059,ROCKFORD,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"20,849","20,849",65,"20,784",EAST TENN,7921323
59,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59061,UCG SHELBYVILLE,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"23,574","23,574","5,769","17,805",EAST TENN,7921323
60,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59062,MT PLEASANT CITY,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"11,635","11,635",810,"10,825",EAST TENN,7921323
61,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59064,DOE B STATION,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"12,214","12,214","1,276","10,938",EAST TENN,7921323
62,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59066,MEAD,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"27,190","27,190",0,"27,190",EAST TENN,7921323
63,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59067,UCG KINGSPORT NORTH,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"3,418","3,418",0,"3,418",EAST TENN,7921323
64,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59068,SEVIERVILLE,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"24,176","24,176","4,250","19,926",EAST TENN,7921323
65,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59069,UCG WYTHEVILLE,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"50,634","50,634","2,445","48,189",EAST TENN,7921323
66,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59070,UCG ELIZABETHTON,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"11,635","11,635","3,911","7,724",EAST TENN,7921323
67,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59071,UCG BLOUNTVILLE,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"14,305","14,305",0,"14,305",EAST TENN,7921323
68,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59072,HCCUD HAWKINS,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"24,176","24,176","7,851","16,325",EAST TENN,7921323
69,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59073,AFG GREENLAND,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"26,352","26,352","7,153","19,199",EAST TENN,7921323
70,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59074,UCG BRISTOL NORTH,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"28,047","28,047","14,540","13,507",EAST TENN,7921323
71,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59075,UCG MARION,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"27,190","27,190",278,"26,912",EAST TENN,7921323
72,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59076,UCG ABINGDON WEST,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"18,088","18,088",0,"18,088",EAST TENN,7921323
73,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59077,UCG DUBLIN,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"7,189","7,189","13,466",0,EAST TENN,7921323
74,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59078,ORUD BEAR CREEK,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"7,189","7,189",0,"7,189",EAST TENN,7921323
75,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59079,PULASKI,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"16,728","16,728","6,928","9,800",EAST TENN,7921323
76,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59081,"Cytec Industries, Inc.",,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"3,320","3,320",800,"2,520",EAST TENN,7921323
77,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59082,LENOIR CITY,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"11,635","11,635","3,911","7,724",EAST TENN,7921323
78,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59083,UCG LYNCHBURG,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"8,124","8,124",0,"8,124",EAST TENN,7921323
79,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59084,JAMESTOWN,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"17,190","17,190","2,053","15,137",EAST TENN,7921323
80,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59085,SWEETWATER,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"12,214","12,214","2,053","10,161",EAST TENN,7921323
81,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59086,CGU WARTBURG,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"3,595","3,595","3,135",460,EAST TENN,7921323
82,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59087,LIVINGSTON,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"16,728","16,728","2,053","14,675",EAST TENN,7921323
83,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59088,ERPUD SEWANEE,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"3,078","3,078","1,250","1,828",EAST TENN,7921323
84,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59090,OLIN,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"7,893","7,893",150,"7,743",EAST TENN,7921323
85,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59091,MT PLEASANT EAST,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"3,320","3,320","1,760","1,560",EAST TENN,7921323
86,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59092,GAINESBORO,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"5,000","5,000",0,"5,000",EAST TENN,7921323
87,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59096,TANG,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"1,619","1,619",375,"1,244",EAST TENN,7921323
88,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59097,PCUD OLIVER SPRINGS,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"7,189","7,189",0,"7,189",EAST TENN,7921323
89,INTRDY_2020-12-18_1800,12-18-2020,12-18-2020,Operational Capacity,18:00,09:00,59098,MONSANTO,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"2,496","2,496",0,"2,496",EAST TENN,7921323
